id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
eco-panama-canal-rss	https://pancanal.com/en/feed/	rss	12	Panama Canal Authority news	パナマ運河庁ニュース	transport	logistics	en	panama,canal,transit,drought	3600	Panama Canal Authority advisories including transit slot and draft restrictions.
eco-cbp-border-wait	https://bwt.cbp.gov/api/waittimes	json	85	US CBP border wait times	米国CBP 国境待ち時間	transport	logistics	en	usa,border,customs,wait-times	900	Live commercial and passenger lane wait times at every US land border crossing.
eco-511ny-events	https://511ny.org/api/getevents?format=json	json	2294	New York State 511 traffic events	ニューヨーク州511 交通イベント	transport	transit	en	usa,newyork,traffic,incidents	900	Live New York State roadway incidents, closures and construction with coordinates.
eco-uk-tfl-linestatus	https://api.tfl.gov.uk/Line/Mode/tube%2Coverground%2Cdlr%2Celizabeth-line/Status	json	19	TfL rail line status	TfL 鉄道路線運行状況	transport	transit	en	uk,london,metro,disruption	900	Live service status for every London Underground, Overground, DLR and Elizabeth line route.
eco-uk-tfl-disruption-roads	https://api.tfl.gov.uk/Road/all/Disruption	json	105	TfL road disruptions	TfL 道路障害情報	transport	transit	en	uk,london,roads,disruption	900	Live London road disruptions with point geometry and severity.
eco-tfl-stoppoints-disruption	https://api.tfl.gov.uk/StopPoint/Mode/tube/Disruption	json	52	TfL station disruptions	TfL 駅設備障害	transport	transit	en	uk,london,stations,accessibility	1800	Station-level disruptions on the London Underground including lift and escalator outages.
eco-mbta-alerts	https://api-v3.mbta.com/alerts?page%5Blimit%5D=50	json	50	MBTA service alerts	MBTA 運行アラート	transport	transit	en	usa,boston,transit,alerts	900	Live Boston MBTA service alerts across subway, bus, commuter rail and ferry.
eco-mbta-vehicles	https://api-v3.mbta.com/vehicles?page%5Blimit%5D=50	json	50	MBTA vehicle positions	MBTA 車両位置	transport	transit	en	usa,boston,transit,realtime	900	Live Boston MBTA vehicle positions with coordinates, bearing and occupancy.
eco-septa-alerts	https://www3.septa.org/api/Alerts/index.php	json	185	SEPTA service alerts	SEPTA 運行アラート	transport	transit	en	usa,philadelphia,transit,alerts	900	Live Philadelphia SEPTA route-level alerts and advisories.
eco-septa-elevator	https://www3.septa.org/api/elevator/index.php	json	7	SEPTA elevator outages	SEPTA エレベーター故障	transport	transit	en	usa,philadelphia,accessibility,outage	1800	Current SEPTA station elevator outages affecting step-free access.
eco-nyc-mta-alerts	https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/camsys%2Fsubway-alerts.json	json	169	MTA New York subway alerts	MTA ニューヨーク地下鉄アラート	transport	transit	en	usa,newyork,subway,alerts	900	Live New York City subway service alerts in GTFS-realtime JSON.
eco-irail-disturbances	https://api.irail.be/disturbances/?format=json&lang=en	json	43	iRail Belgian rail disturbances	iRail ベルギー鉄道障害	transport	transit	en	belgium,rail,disruption,sncb	900	Current disturbances on the Belgian national rail network.
eco-irail-liveboard	https://api.irail.be/liveboard/?station=Brussels-Central&format=json	json	7	iRail Brussels departures board	iRail ブリュッセル発車標	transport	transit	en	belgium,rail,departures,delays	900	Live departure board with delay minutes for Brussels-Central.
eco-ch-transport-stationboard	https://transport.opendata.ch/v1/stationboard?station=Z%C3%BCrich%20HB&limit=20	json	20	Swiss transport Zurich HB board	スイス交通 チューリッヒ中央駅発車標	transport	transit	en	switzerland,rail,departures,delays	900	Live departures and delays at Zurich Hauptbahnhof, Switzerland's busiest node.
eco-austin-traffic	https://data.austintexas.gov/resource/dx9v-zd7x.json?%24limit=200	json	200	Austin real-time traffic incidents	オースティン リアルタイム交通事故	transport	transit	en	usa,texas,traffic,incidents	900	Live Austin traffic incident reports with coordinates and incident type.
eco-chicago-traffic	https://data.cityofchicago.org/resource/n4j6-wkkf.json?%24limit=200	json	200	Chicago traffic congestion by segment	シカゴ 区間別交通混雑	transport	transit	en	usa,chicago,congestion,speed	900	Per-segment Chicago arterial traffic speeds with segment endpoint coordinates.
eco-uk-orr-atom	https://www.gov.uk/government/organisations/office-of-rail-and-road.atom	atom	20	UK Office of Rail and Road	英国鉄道道路庁	transport	transit	en	uk,rail,regulator,safety	3600	UK rail and strategic road regulator announcements, statistics and enforcement.
eco-uk-dft-atom	https://www.gov.uk/government/organisations/department-for-transport.atom	atom	20	UK Department for Transport	英国運輸省	transport	transit	en	uk,transport,policy,statistics	3600	UK transport ministry announcements and statistical releases.
eco-fmc-news	https://www.fmc.gov/feed/	rss	3	US Federal Maritime Commission	米国連邦海事委員会	transport	logistics	en	usa,shipping,regulator,carriers	3600	US ocean shipping regulator actions on carrier practices and detention charges.
eco-who-don-api	https://www.who.int/api/news/diseaseoutbreaknews?sf_provider=dynamicProvider372&sf_culture=en&%24orderby=PublicationDateAndTime%20desc&%24select=Title%2CPublicationDateAndTime%2CItemDefaultUrl&%24format=json&%24top=50	json	50	WHO Disease Outbreak News	WHO 疾病アウトブレイク情報	health	outbreak	en	who,outbreak,epidemic,global	3600	WHO's authoritative Disease Outbreak News, the reference record of verified international outbreaks.
eco-who-afro-rss	https://www.afro.who.int/rss.xml	rss	10	WHO Africa regional office	WHOアフリカ地域事務局	health	outbreak	en	who,africa,health,outbreak	3600	WHO African Region announcements on outbreaks and health emergencies.
eco-who-paho-rss	https://www.paho.org/en/rss.xml	rss	10	PAHO Americas health news	PAHO 米州保健機構ニュース	health	outbreak	en	who,paho,americas,health	3600	Pan American Health Organization outbreak and health emergency updates.
eco-who-gho-whosis	https://ghoapi.azureedge.net/api/WHOSIS_000001	json	12936	WHO GHO life expectancy	WHO GHO 平均寿命	health	statistics	en	who,gho,life-expectancy,indicators	86400	WHO Global Health Observatory life expectancy series for every member state.
eco-who-gho-cholera	https://ghoapi.azureedge.net/api/CHOLERA_0000000001	json	2469	WHO GHO cholera cases	WHO GHO コレラ症例数	health	outbreak	en	who,gho,cholera,surveillance	86400	WHO Global Health Observatory reported cholera cases by country and year.
eco-cdc-outbreaks-rss	https://tools.cdc.gov/api/v2/resources/media/316422.rss	rss	26	US CDC current outbreaks	米国CDC 現行アウトブレイク	health	outbreak	en	usa,cdc,outbreak,foodborne	3600	US CDC's list of active multistate outbreak investigations.
eco-cdc-travel-notices	https://tools.cdc.gov/api/v2/resources/media/285676.rss	rss	10	US CDC travel health notices	米国CDC 渡航健康情報	health	outbreak	en	usa,cdc,travel,advisory	3600	CDC travel health notices flagging destination-specific disease risk.
eco-cdc-travel-rss	https://wwwnc.cdc.gov/travel/rss/notices.xml	rss	25	CDC travelers health notices feed	CDC 旅行者健康情報フィード	health	outbreak	en	usa,cdc,travel,outbreak	3600	Full CDC Travelers' Health notice feed with watch, alert and warning levels.
eco-cdc-eid-ahead	https://wwwnc.cdc.gov/eid/rss/ahead-of-print.xml	rss	15	CDC Emerging Infectious Diseases ahead of print	CDC 新興感染症誌 早期公開	health	outbreak	en	usa,cdc,journal,emerging-disease	86400	Ahead-of-print articles from CDC's Emerging Infectious Diseases journal.
eco-cdc-eid-upcoming	https://wwwnc.cdc.gov/eid/rss/upcoming.xml	rss	15	CDC Emerging Infectious Diseases upcoming	CDC 新興感染症誌 掲載予定	health	outbreak	en	usa,cdc,journal,emerging-disease	86400	Upcoming issue contents from CDC's Emerging Infectious Diseases journal.
eco-cdc-fluview-ili	https://data.cdc.gov/resource/vh55-3he6.json?%24limit=200	json	200	CDC FluView outpatient illness	CDC フルビュー 外来受診率	health	outbreak	en	usa,cdc,influenza,surveillance	86400	Weekly US outpatient influenza-like illness surveillance by HHS region.
eco-cdc-wastewater	https://data.cdc.gov/resource/2ew6-ywp6.json?%24limit=200	json	200	CDC wastewater viral activity	CDC 下水ウイルス活動指標	health	outbreak	en	usa,cdc,wastewater,surveillance	86400	State-level wastewater viral activity levels, the earliest US respiratory-wave signal.
eco-cdc-resp-hosp	https://data.cdc.gov/resource/mpgq-jmmr.json?%24limit=200	json	200	CDC respiratory hospitalisations	CDC 呼吸器疾患入院数	health	outbreak	en	usa,cdc,hospitalisation,respiratory	86400	Weekly US hospital admissions for COVID-19, influenza and RSV by jurisdiction.
eco-cdc-nndss-weekly	https://data.cdc.gov/resource/x9gk-5huc.json?%24limit=200	json	200	CDC NNDSS weekly notifiable diseases	CDC NNDSS 週次届出感染症	health	outbreak	en	usa,cdc,nndss,notifiable	86400	Weekly US nationally notifiable disease counts by state.
eco-cdc-drug-overdose	https://data.cdc.gov/resource/xkb8-kh2a.json?%24limit=200	json	200	CDC provisional overdose deaths	CDC 暫定薬物過剰摂取死亡	health	statistics	en	usa,cdc,overdose,mortality	86400	Provisional monthly US drug overdose death counts by state and drug class.
eco-ecdc-news	https://www.ecdc.europa.eu/en/taxonomy/term/2942/feed	rss	10	ECDC news and threat reports	ECDC ニュース・脅威報告	health	outbreak	en	eu,ecdc,outbreak,surveillance	3600	European CDC news including communicable disease threat reports.
eco-efsa-rss	https://www.efsa.europa.eu/en/all/rss	rss	30	EFSA food safety authority	EFSA 欧州食品安全機関	health	recall	en	eu,efsa,food-safety,risk-assessment	3600	European Food Safety Authority opinions, alerts and zoonoses reporting.
eco-woah-news	https://www.woah.org/en/feed/	rss	10	WOAH world animal health	WOAH 国際獣疫事務局	health	animal-health	en	woah,animal-health,zoonoses,livestock	3600	World Organisation for Animal Health announcements on notifiable animal disease events.
eco-outbreaknewstoday	https://outbreaknewstoday.com/feed/	rss	10	Outbreak News Today	アウトブレイク・ニュース・トゥデイ	health	outbreak	en	outbreak,epidemic,global,surveillance	3600	Independent daily aggregation of global outbreak reports.
eco-fda-food-enforcement	https://api.fda.gov/food/enforcement.json?limit=100	json	100	openFDA food recall enforcement	openFDA 食品リコール執行	health	recall	en	usa,fda,recall,food-safety	3600	US FDA food recall enforcement reports with classification and distribution area.
eco-fda-device-enforcement	https://api.fda.gov/device/enforcement.json?limit=100	json	100	openFDA device recall enforcement	openFDA 医療機器リコール執行	health	recall	en	usa,fda,recall,medical-device	3600	US FDA medical device recall enforcement reports.
eco-fda-device-recall	https://api.fda.gov/device/recall.json?limit=100	json	100	openFDA device recalls	openFDA 医療機器リコール	health	recall	en	usa,fda,recall,medical-device	3600	US FDA device recall records including root cause and affected product.
eco-fda-drug-shortages	https://api.fda.gov/drug/shortages.json?limit=100	json	100	openFDA drug shortages	openFDA 医薬品供給不足	health	recall	en	usa,fda,shortage,pharmaceutical	3600	Current and resolved US drug shortages with reason and expected duration.
eco-fda-food-event	https://api.fda.gov/food/event.json?limit=50	json	50	openFDA food adverse events	openFDA 食品有害事象	health	recall	en	usa,fda,adverse-event,food	86400	Consumer-reported adverse events linked to foods, dietary supplements and cosmetics.
eco-fda-vet-event	https://api.fda.gov/animalandveterinary/event.json?limit=50	json	50	openFDA veterinary adverse events	openFDA 動物用医薬品有害事象	health	animal-health	en	usa,fda,veterinary,adverse-event	86400	Adverse event reports for animal drugs and devices.
eco-fda-tobacco-problem	https://api.fda.gov/tobacco/problem.json?limit=50	json	50	openFDA tobacco product problems	openFDA たばこ製品不具合	health	recall	en	usa,fda,tobacco,safety	86400	Reported problems with tobacco and vapour products in the US.
eco-fda-recalls-rss	https://www.fda.gov/about-fda/contact-fda/stay-informed/rss-feeds/recalls/rss.xml	rss	20	FDA recalls and safety alerts	FDA リコール・安全性情報	health	recall	en	usa,fda,recall,alert	3600	FDA press-level recall and market withdrawal announcements.
eco-fda-medwatch-rss	https://www.fda.gov/about-fda/contact-fda/stay-informed/rss-feeds/medwatch/rss.xml	rss	20	FDA MedWatch safety alerts	FDA メドウォッチ安全性警告	health	recall	en	usa,fda,medwatch,drug-safety	3600	FDA MedWatch safety alerts for medicines and medical devices.
eco-fda-press-rss	https://www.fda.gov/about-fda/contact-fda/stay-informed/rss-feeds/press-releases/rss.xml	rss	20	FDA press releases	FDA プレスリリース	health	recall	en	usa,fda,regulator,approval	3600	FDA announcements covering approvals, enforcement and public health actions.
eco-uk-mhra-alerts	https://www.gov.uk/drug-device-alerts.atom	atom	50	UK MHRA drug and device alerts	英国MHRA 医薬品・機器警報	health	recall	en	uk,mhra,recall,drug-safety	3600	UK medicines and medical device safety alerts and recalls.
eco-uk-recalls-atom	https://www.gov.uk/search/news-and-communications.atom?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency	atom	20	UK MHRA news	英国MHRA ニュース	health	recall	en	uk,mhra,regulator,pharmaceutical	3600	MHRA news and enforcement announcements.
eco-uk-ukhsa-atom	https://www.gov.uk/government/organisations/uk-health-security-agency.atom	atom	20	UK Health Security Agency	英国健康安全保障庁	health	outbreak	en	uk,ukhsa,outbreak,surveillance	3600	UKHSA announcements, outbreak updates and surveillance reports.
eco-uk-fsa-atom	https://www.gov.uk/government/organisations/food-standards-agency.atom	atom	20	UK Food Standards Agency	英国食品基準庁	health	recall	en	uk,fsa,food-safety,recall	3600	UK Food Standards Agency alerts, recalls and enforcement.
eco-uk-defra-atom	https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs.atom	atom	20	UK Defra announcements	英国環境・食料・農村地域省	economy	agriculture	en	uk,defra,agriculture,animal-health	3600	Defra announcements covering agriculture, animal disease and food supply.
eco-gleif-lei	https://api.gleif.org/api/v1/lei-records?page%5Bsize%5D=50	json	50	GLEIF legal entity identifiers	GLEIF 取引主体識別子	economy	disclosure	en	corporate,lei,registry,ownership	86400	Global LEI registry records with legal name, jurisdiction and parent relationships.
eco-uk-companies-house-news	https://www.gov.uk/government/organisations/companies-house.atom	atom	20	UK Companies House announcements	英国会社登記所 発表	economy	disclosure	en	uk,companies,registry,filings	3600	Companies House service and policy announcements affecting UK company filings.
eco-uk-insolvency-news	https://www.gov.uk/government/organisations/insolvency-service.atom	atom	20	UK Insolvency Service	英国倒産庁	economy	disclosure	en	uk,insolvency,bankruptcy,enforcement	3600	UK Insolvency Service enforcement actions, disqualifications and statistics.
eco-uk-dbt-atom	https://www.gov.uk/government/organisations/department-for-business-and-trade.atom	atom	20	UK Department for Business and Trade	英国ビジネス・貿易省	economy	trade	en	uk,trade,business,policy	3600	UK trade and business ministry announcements including sanctions and trade deals.
eco-uk-hmrc-atom	https://www.gov.uk/government/organisations/hm-revenue-customs.atom	atom	20	UK HM Revenue and Customs	英国歳入関税庁	economy	trade	en	uk,customs,tax,trade-statistics	3600	HMRC announcements including customs procedure and trade statistics changes.
eco-uk-ons-atom	https://www.gov.uk/government/organisations/office-for-national-statistics.atom	atom	20	UK Office for National Statistics	英国国家統計局	economy	statistics	en	uk,ons,statistics,inflation	3600	ONS statistical release announcements and methodology notes.
eco-uk-statistics-atom	https://www.gov.uk/search/research-and-statistics.atom	atom	20	UK government research and statistics	英国政府 調査・統計	economy	statistics	en	uk,statistics,release,government	3600	All UK government statistical releases as they publish.
eco-uk-desnz-atom	https://www.gov.uk/government/organisations/department-for-energy-security-and-net-zero.atom	atom	20	UK Department for Energy Security and Net Zero	英国エネルギー安全保障・ネットゼロ省	energy	energy-grid	en	uk,energy,policy,net-zero	3600	UK energy ministry announcements including supply security and price interventions.
eco-us-dol-news	https://www.dol.gov/rss/releases.xml	rss	10	US Department of Labor releases	米国労働省 発表	economy	statistics	en	usa,labour,employment,regulation	3600	US Labor Department news releases including enforcement and labour market actions.
eco-wto-news-rss	https://www.wto.org/library/rss/latest_news_e.xml	rss	10	WTO latest news	WTO 最新ニュース	economy	trade	en	wto,trade,disputes,tariffs	3600	World Trade Organization news on disputes, tariffs and trade policy reviews.
eco-afdb-news	https://www.afdb.org/en/rss.xml	rss	10	African Development Bank news	アフリカ開発銀行 ニュース	economy	statistics	en	africa,development,finance,projects	3600	African Development Bank project approvals and economic outlook releases.
eco-worldbank-projects	https://search.worldbank.org/api/v3/projects?format=json&rows=50	json	50	World Bank project database	世界銀行 プロジェクトデータベース	economy	statistics	en	worldbank,projects,lending,development	86400	World Bank lending projects with borrower, sector, amount and approval date.
eco-imf-datamapper-ngdpd	https://www.imf.org/external/datamapper/api/v1/NGDPD	json	1	IMF GDP current prices	IMF 名目GDP	economy	statistics	en	imf,gdp,weo,macro	86400	IMF World Economic Outlook nominal GDP in USD for every country and forecast year.
eco-imf-datamapper-pcpipch	https://www.imf.org/external/datamapper/api/v1/PCPIPCH	json	1	IMF inflation rate	IMF インフレ率	economy	statistics	en	imf,inflation,cpi,weo	86400	IMF World Economic Outlook consumer price inflation by country.
eco-imf-dm-lur	https://www.imf.org/external/datamapper/api/v1/LUR	json	1	IMF unemployment rate	IMF 失業率	economy	statistics	en	imf,unemployment,labour,weo	86400	IMF World Economic Outlook unemployment rate by country.
eco-imf-dm-lp	https://www.imf.org/external/datamapper/api/v1/LP	json	1	IMF population	IMF 人口	economy	statistics	en	imf,population,weo,demographics	86400	IMF World Economic Outlook population series by country.
eco-imf-dm-ggxwdg	https://www.imf.org/external/datamapper/api/v1/GGXWDG_NGDP	json	1	IMF general government debt	IMF 一般政府債務	economy	statistics	en	imf,debt,fiscal,weo	86400	IMF general government gross debt as a share of GDP by country.
eco-imf-dm-bca	https://www.imf.org/external/datamapper/api/v1/BCA_NGDPD	json	1	IMF current account balance	IMF 経常収支	economy	statistics	en	imf,current-account,external,weo	86400	IMF current account balance as a share of GDP by country.
eco-eurostat-catalogue-rss	https://ec.europa.eu/eurostat/api/dissemination/catalogue/rss/en/statistics-update.rss	rss	1113	Eurostat statistics updates	ユーロスタット 統計更新	economy	statistics	en	eu,eurostat,statistics,release	86400	Eurostat's feed of every dataset updated, the fastest notice of new EU statistics.
eco-eurostat-hicp	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_manr?format=JSON&lang=EN&lastTimePeriod=1	json	14	Eurostat HICP annual inflation	ユーロスタット HICP年間インフレ率	economy	statistics	en	eu,eurostat,inflation,hicp	86400	Latest harmonised consumer price inflation for every EU member state.
eco-eurostat-unemployment	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_m?format=JSON&lang=EN&lastTimePeriod=1	json	19	Eurostat monthly unemployment	ユーロスタット 月次失業率	economy	statistics	en	eu,eurostat,unemployment,labour	86400	Latest monthly unemployment rates across the EU.
eco-eurostat-gdp	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/namq_10_gdp?format=JSON&lang=EN&lastTimePeriod=1	json	16	Eurostat quarterly GDP	ユーロスタット 四半期GDP	economy	statistics	en	eu,eurostat,gdp,national-accounts	86400	Latest quarterly GDP and national accounts aggregates for the EU.
eco-eurostat-industrial	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/sts_inpr_m?format=JSON&lang=EN&lastTimePeriod=1	json	17	Eurostat industrial production	ユーロスタット 鉱工業生産	economy	statistics	en	eu,eurostat,industry,production	86400	Latest monthly EU industrial production index by country.
eco-eurostat-trade	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_st_eu27_2020sitc?format=JSON&lang=EN&lastTimePeriod=1	json	14	Eurostat external trade by SITC	ユーロスタット SITC別対外貿易	economy	trade	en	eu,eurostat,trade,exports	86400	Latest EU external trade values by SITC product group.
eco-eurostat-gasprice	https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_202?format=JSON&lang=EN&lastTimePeriod=1	json	14	Eurostat household gas prices	ユーロスタット 家庭用ガス価格	energy	statistics	en	eu,eurostat,gas,prices	86400	Latest household natural gas prices across EU member states.
eco-uk-ckan-datasets	https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=energy&rows=25	json	25	UK data.gov.uk energy datasets	英国データポータル エネルギー	energy	statistics	en	uk,opendata,energy,catalogue	86400	Newly published and updated UK government energy datasets.
eco-hdx-food-prices	https://data.humdata.org/api/3/action/package_search?q=food+prices&rows=50	json	50	HDX food price datasets	HDX 食料価格データセット	economy	commodities	en	hdx,food-prices,wfp,humanitarian	86400	Humanitarian Data Exchange food price datasets, largely WFP market monitoring by country.
eco-cbs-nl-cpi	https://opendata.cbs.nl/ODataApi/odata/83131ENG/TypedDataSet?%24top=50	atom	50	Statistics Netherlands CPI	オランダ統計局 消費者物価指数	economy	statistics	en	netherlands,cbs,inflation,cpi	86400	Dutch consumer price index series from Statistics Netherlands.
eco-cbs-nl-energy	https://opendata.cbs.nl/ODataApi/odata/84575ENG/TypedDataSet?%24top=50	atom	50	Statistics Netherlands energy balance	オランダ統計局 エネルギー収支	energy	statistics	en	netherlands,cbs,energy,balance	86400	Dutch energy supply and consumption balance sheets.
eco-cbs-nl-catalog	https://opendata.cbs.nl/ODataApi/odata/83625NED/TypedDataSet?%24top=50	atom	50	Statistics Netherlands producer confidence	オランダ統計局 生産者景況感	economy	statistics	nl	netherlands,cbs,business,sentiment	86400	Dutch business and producer confidence indicators.
eco-es-ine-ipc	https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/50902?nult=6	json	52	Spain INE consumer price index	スペイン統計局 消費者物価指数	economy	statistics	en	spain,ine,inflation,cpi	86400	Spanish national statistics institute CPI series, latest six periods.
eco-ar-series-cpi	https://apis.datos.gob.ar/series/api/series/?ids=148.3_INIVELNAL_DICI_M_26&format=json&limit=100	json	100	Argentina national CPI series	アルゼンチン 全国消費者物価指数	economy	statistics	es	argentina,inflation,cpi,indec	86400	Argentine national CPI time series from the government open-data series API.
eco-ibge-noticias	https://servicodados.ibge.gov.br/api/v3/noticias/?qtd=30	json	30	Brazil IBGE statistical releases	ブラジル地理統計院 統計公表	economy	statistics	pt	brazil,ibge,statistics,inflation	86400	Brazilian statistics institute release announcements covering IPCA, GDP and employment.
eco-my-cpi	https://api.data.gov.my/data-catalogue?id=cpi_headline&limit=20	json	20	Malaysia headline CPI	マレーシア 消費者物価指数	economy	statistics	en	malaysia,inflation,cpi,opendosm	86400	Malaysian headline consumer price index from the official open data API.
eco-my-fuelprice	https://api.data.gov.my/data-catalogue?id=fuelprice&limit=20	json	20	Malaysia weekly fuel prices	マレーシア 週次燃料価格	energy	commodities	en	malaysia,fuel,prices,retail	86400	Weekly Malaysian retail RON95, RON97 and diesel price ceilings.
eco-dk-statbank-tables	https://api.statbank.dk/v1/tables?format=JSON&subjects=2	json	340	Statistics Denmark labour tables	デンマーク統計局 労働統計表	economy	statistics	en	denmark,statistics,labour,tables	86400	Statistics Denmark labour and income table registry with last-update timestamps.
eco-fcc-broadband-summary	https://opendata.fcc.gov/resource/hicn-aujz.json?%24limit=100	json	100	FCC broadband deployment summary	FCC ブロードバンド展開概況	infrastructure	telecom	en	usa,fcc,broadband,coverage	86400	US FCC broadband deployment statistics by geography and technology.
eco-ooni-measurements	https://api.ooni.io/api/v1/measurements?limit=50	json	50	OONI network interference measurements	OONI ネットワーク干渉測定	infrastructure	telecom	en	censorship,internet,measurement,blocking	1800	Crowd-sourced measurements of website and app blocking, by country and network.
eco-kg-24kg	https://24.kg/rss/	rss	50	24.kg Kyrgyzstan	24.kg キルギス	news	wire	ru	kyrgyzstan,central-asia,wire	1800	Kyrgyz national news agency covering politics, economy and regional security.
eco-kg-akipress	https://akipress.com/rss/news.rss	rss	20	AKIpress Kyrgyzstan	AKIpress キルギス	news	wire	en	kyrgyzstan,central-asia,wire	1800	Kyrgyz independent news agency with Central Asia regional coverage.
eco-kg-kloop	https://kloop.kg/feed/	rss	12	Kloop Kyrgyzstan	Kloop キルギス	news	wire	ru	kyrgyzstan,investigative,central-asia	3600	Kyrgyz investigative outlet covering corruption and public finance.
eco-kz-kursiv	https://kz.kursiv.media/feed/	rss	100	Kursiv Kazakhstan business	クルシフ カザフスタン経済	news	wire	ru	kazakhstan,business,economy,central-asia	1800	Kazakh business daily covering banking, oil and macroeconomic policy.
eco-kz-orda	https://orda.kz/feed/	rss	10	Orda.kz Kazakhstan	Orda.kz カザフスタン	news	wire	ru	kazakhstan,investigative,central-asia	3600	Kazakh independent outlet covering politics and corporate affairs.
eco-uz-gazeta	https://www.gazeta.uz/ru/rss/	rss	20	Gazeta.uz Uzbekistan	Gazeta.uz ウズベキスタン	news	wire	ru	uzbekistan,central-asia,economy	1800	Leading Uzbek news site covering economic reform and infrastructure.
eco-uz-uza	https://uza.uz/en/rss	rss	20	UzA Uzbekistan national agency	UzA ウズベキスタン国営通信	news	wire	en	uzbekistan,state-media,central-asia	3600	Uzbek national information agency, the official government wire.
eco-tj-asiaplus	https://asiaplustj.info/en/rss	rss	10	Asia-Plus Tajikistan	アジア・プラス タジキスタン	news	wire	en	tajikistan,central-asia,wire	3600	Tajik independent news agency covering economy, migration and security.
eco-ca-eurasianet	https://eurasianet.org/rss	rss	10	Eurasianet	ユーラシアネット	news	wire	en	central-asia,caucasus,analysis	3600	Analytical reporting on Central Asia and the Caucasus.
eco-ge-civil	https://civil.ge/feed	rss	10	Civil.ge Georgia	Civil.ge ジョージア	news	wire	en	georgia,caucasus,politics	1800	Georgian English-language outlet of record on politics and EU accession.
eco-cau-jamnews	https://jam-news.net/feed/	rss	10	JAMnews Caucasus	JAMnews コーカサス	news	wire	en	caucasus,armenia,azerbaijan,georgia	3600	Cross-border Caucasus reporting from Armenian, Azerbaijani and Georgian desks.
eco-am-newsam	https://news.am/eng/rss/	rss	100	News.am Armenia	News.am アルメニア	news	wire	en	armenia,caucasus,wire	1800	Armenian news agency covering politics, economy and the Karabakh file.
eco-az-apa	https://apa.az/rss	rss	50	APA Azerbaijan	APA アゼルバイジャン	news	wire	az	azerbaijan,caucasus,wire,energy	1800	Azerbaijani news agency with heavy coverage of gas exports and regional diplomacy.
eco-az-report	https://report.az/en/rss/	rss	30	Report News Agency Azerbaijan	Report通信 アゼルバイジャン	news	wire	en	azerbaijan,caucasus,energy,wire	1800	Azerbaijani wire covering SOCAR, pipeline projects and regional politics.
eco-az-trend	https://en.trend.az/feeds/index.rss	rss	25	Trend News Agency	トレンド通信社	news	wire	en	azerbaijan,caspian,energy,wire	1800	Caspian regional news agency with strong energy and transit corridor coverage.
eco-in-economictimes	https://economictimes.indiatimes.com/rssfeedstopstories.cms	rss	51	India Economic Times	エコノミック・タイムズ インド	news	wire	en	india,economy,markets,business	1800	India's leading business daily covering macro policy, industry and markets.
eco-in-livemint-economy	https://www.livemint.com/rss/economy	rss	35	Mint India economy	ミント インド経済	news	wire	en	india,economy,policy,rbi	1800	Indian economic policy and macro reporting from Mint.
eco-in-thehindu-business	https://www.thehindu.com/business/feeder/default.rss	rss	60	The Hindu business	ザ・ヒンドゥー ビジネス	news	wire	en	india,business,industry,economy	1800	Business desk of The Hindu covering Indian industry and trade.
eco-in-hindubusinessline	https://www.thehindubusinessline.com/economy/feeder/default.rss	rss	60	Hindu BusinessLine economy	ヒンドゥー・ビジネスライン 経済	news	wire	en	india,economy,agriculture,commodities	1800	Indian economic daily with strong agriculture and commodity coverage.
eco-pk-tribune-biz	https://tribune.com.pk/feed/business	rss	25	Express Tribune Pakistan business	エクスプレス・トリビューン パキスタン経済	news	wire	en	pakistan,economy,imf,business	1800	Pakistani business desk covering IMF programme, energy circular debt and trade.
eco-pk-thenews-biz	https://www.thenews.com.pk/rss/1/8	rss	30	The News Pakistan business	ザ・ニュース パキスタン経済	news	wire	en	pakistan,economy,business,markets	1800	Pakistani daily business coverage.
eco-bd-dailystar	https://www.thedailystar.net/rss.xml	rss	8	The Daily Star Bangladesh	デイリー・スター バングラデシュ	news	wire	en	bangladesh,economy,garments,south-asia	1800	Bangladesh's leading English daily, key for garment exports and energy imports.
eco-bd-tbsnews	https://www.tbsnews.net/rss.xml	rss	10	The Business Standard Bangladesh	ビジネス・スタンダード バングラデシュ	news	wire	en	bangladesh,business,economy,trade	1800	Bangladeshi business daily covering trade, banking and industry.
eco-np-onlinekhabar	https://english.onlinekhabar.com/feed	rss	20	Onlinekhabar Nepal	オンラインカバル ネパール	news	wire	en	nepal,south-asia,hydropower,economy	3600	Nepali news outlet covering hydropower, remittances and politics.
